Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
33,Morocco,4,National Wetlands Strategy (2015-2024),Yes,fisheries,Develop at least four artisanal fisheries (in two lakes and two natural rivers) based on multi-trophic aquaculture.,No,No,No,direct provision,,
33,Morocco,4,National Wetlands Strategy (2015-2024),Yes,wetlands,Develop at least four artisanal saltworks in estuarine sites and sebkhas (salt flats).,No,No,No,direct provision,,
33,Morocco,4,National Wetlands Strategy (2015-2024),Yes,health,Inventory aromatic and/or medicinal plants that can be cultivated or gathered in wetlands and establish sustainable pilot operations for them.,No,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,energy,Confirm the electricity mix scenarios for energy and power up to 2040 and 2050.,Yes,No,No,innovation,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,energy,Develop scenarios for the energy transformation sector excluding electricity.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,energy,Analyze and quantify the share and role of self-produced electricity.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,energy,Establish a technology and R&D roadmap.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,energy,Identify the key monitoring and evaluation indicators for the decarbonization of the energy sector.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Finely characterize the energy uses of industry by distinguishing between the different IGCE (Energy-Intensive Industries) and ILCE (Less Energy-Intensive Industries) sectors.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,"Based on this, develop scenarios and quantified decarbonization targets for each of the major industrial branches and sectors.",Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Establish an indicative roadmap for industrial decarbonization.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Establish a technology and R&D roadmap for the industrial sector.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Identify and propose the implementation of favorable taxation and incentives.,Yes,No,No,Economic instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Evaluate the opportunities and risks of the energy transition for Morocco's cost and non-cost competitiveness.,Yes,No,No,Economic instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,industry,Identify the main monitoring and evaluation indicators.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,infrastructure development,Combination of demographic perspectives and spatial planning and housing perspectives.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,infrastructure development,Preferred housing type in new cities or neighborhoods.,Yes,No,No,direct provision,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,infrastructure development,Assessing needs for dedicated buildings in different regions.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,infrastructure development,"Typology of building and energy solutions adapted to different regional conditions in terms of climate zoning, agglomeration, and activity.",Yes,No,No,regulation,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,infrastructure development,Prospective quantification of energy needs and associated emissions.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,Develop a quadrant: passenger transport / goods transport and urban / interurban transport.,Yes,No,No,direct provision,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,First identify infrastructure needs.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,The attractiveness conditions of collective passenger transport and rail freight transport solutions.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,The prospects for the electrification of different categories of vehicles.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,Scaling up electric motorization for Moroccan industry.,Yes,No,No,innovation,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,transport,Articulating a good management of the progressive increase in fossil fuel prices with investment aid for vehicle conversion.,Yes,No,No,Economic instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Evaluate the climate impact of agricultural strategies.,Yes,No,No,procedural instruments,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,"Continue research with a foresight objective, including the construction of agroclimatic indicators.",Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Define post-2030 orientations.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Assess the potential for carbon storage in agriculture.,Yes,No,No,innovation,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Fully integrate biodiversity issues.,Yes,No,No,support and enablement,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,"Define a food strategy that includes not only food security but also the concept of ""global health.""",Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Evaluate the potential for reducing losses and waste.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,agriculture,Implement a communication strategy.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,forestry,Establish a long-term indicative roadmap for strengthening the role of the forest as a carbon sink.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,forestry,Establish key indicators for a monitoring and evaluation system for the entire timber industry.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,forestry,Impact study of different scenarios.,Yes,No,No,"Information, educational, awareness",,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,forestry,Establish the role of local populations.,Yes,No,No,soft instrument,,
33,Morocco,5,Morocco 2050 Long-Term Low-Carbon Strategy (2021-2050),Yes,forestry,Create Research and Development roadmap.,Yes,No,No,soft instrument,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,multiple sectors,"Strengthening of climate action coordination: National Directorate of Climate Change, Ministry of Economy and Finance, provincial and district governments, integrated plan and budget. Integration of the NAP in the next PQG and sectoral planning instruments",Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,multiple sectors,Systematic information collection and real-time information for system power,Yes,Yes,Yes,Innovation,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,industry,"Reactivation of the Center for knowledge management and research, public awareness, technology development and innovation",Yes,Yes,Yes,"Information, educational, awareness",,
34,Mozambique,1,National Adaptation Plan (2023),Yes,finance,"Capacity building in project design, climate fund management",Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,disaster risk management,Reinforcement of basic social protection measures with regard to climate change so that it contributes to the resilience of vulnerable populations Strengthening the orientation and targeting capacity of the Productive Social Action Program to increase the resilience of vulnerable groups,Yes,Yes,Yes,regulation,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,environment,"Implementation of Local Adaptation Plans Territory management, local adaptation committees",Yes,Yes,Yes,soft instrument,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,disaster risk management,Developed resilience mechanisms for urban areas and other settlements,Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,agriculture,More resilient agriculture,Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,agriculture,enhanced food and nutrition security,Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,human settlement,resilient public infrastructure,Yes,Yes,Yes,direct provision,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,water,improved water resources management,Yes,Yes,Yes,soft instrument,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,energy,improved access to renewable energies,Yes,Yes,Yes,Innovation,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,health,reduced vulnerability of people to disease transmission vectors associated with climate change,Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,coastal management,oceans and coastal protected areas,Yes,Yes,Yes,regulation,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,disaster risk management,strengthened capacity for preparedness and response to climate risks and disasters,Yes,Yes,Yes,support and enablement,,
34,Mozambique,1,National Adaptation Plan (2023),Yes,forestry,more resilient forests,Yes,Yes,Yes,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Enhance the implementation of the Program on Environmental Education, Communication and Dissemination (PECODA) About biodiversity.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance mecanismos for implementation of biodiversity issues that are part of the curricula in the general education system.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Promote the involvement of private sector in awareness campaigns and capacity building.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Implement public awareness campaigns on biodiversity (through leaflets, brochures, debates, seminars and other activities).",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Promote awareness campaigns with local communities through dialogues, debates, and involvement in specific conservation activities.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Promote research oriented to understand the state, value, causes of loss and measures for biodiversity conservation.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance the taxonomic knowledge on biodiversity.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Establish a national scientific platform between decision makers and researchers for dialogue and information sharing.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,Develop and implement tools for the economic valorization of the main ecosystem services and goods.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,technology,To establish an information system for biodiversity (that includes a functional database for archiving and sharing information).,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,To implement voluntary measures for compensation from biodiversity loss/reduction.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Update the Decree 45/2004 on EIA to include biodiversity issues, including mechanisms for compensation (no-net-loss) and mitigation.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"To develop mechanisms to assure impartiality in the EIAs, including independent revisions of EIA reports.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Capacitate the EIA consultants on impacts assessment and quantification.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Update the Decree 67/2010 on the Environmental Standards.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution,Intensify the inspection and control over the use of chemical pollutants according to the national and international regulations.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,waste management,"To implement waste management plans in villages, municipality and cities.",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,waste management,To guarantee the implementation of waste management plans of development projects.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,waste management,Define and implement an inspection and monitoring program for waste treatment plants to guarantee their operation and rehabilitation.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Establish the ecological limits of ecosystem goods and services.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,"Define the sustainable levels of extractions for the main ecosystem services (firewood, charcoal, honey, wood, building materials, hunting, agriculture, etc.)",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Promote and support the alternative consumptions of new species and diversify varieties for marketing.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,Promote and support small and medium enterprises that use less aggressive practices for biodiversity.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,"Promote the utilization of alternative energetic techniques that are compatible with biodiversity conservation (e.g. gas, efficient stoves, agro and livestock residues, etc).",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,"Promote the sustainable use of biodiversity in key productive sectors (mining, agriculture, forests, tourism, energy, public work and housing) according to national and international regulations (e.g. ISO 14001).",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Identify and characterize the degradation level of critical ecosystems or those providing essential goods and services.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Develop and implement management plans for critical ecosystems or those providing essential goods and services.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Creative incentive mechanisms to the participation of local communities in activities of management and conservation of biodiversity.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Establish and implement coordinated programs for the systematic assessment of the conservation status of endemic and endangered species.,No,No,No,procedural instruments,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Identify and describe the Areas of Plant Importance (API),No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Disseminate the Red data Book on national flora and fauna.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Establish and implement integrated management/ conservation plans effectively for endemic and endangered species, (in-situ ex-situ measures).",No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Establish a coordinated program for conservation and rehabilitation of endangered biodiversity.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Develop and support the implementation of a coordinated strategy to combat the commercialization of products from poaching activities.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,forestry,Assess the conservation status of forest reserves and develop/redefine management or rehabilitations plans.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,fisheries,Establish and implement management plans for marine resources and fisheries.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,To mainstream biodiversity issues in the territorial planning (in harmony with activity 5.3).,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,fire management,"Update and guarantee the implementation of the strategy to combat fires, through the mainstreaming of biodiversity.",No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,agriculture,Establish and disseminate of conservation agriculture techniques.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,"agriculture, forestry","Define and implement a system of high conservation value areas (HCVA) within areas of commercial agriculture, forest concessions, livestock, mining etc.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,"pollution, energy",Review the licensing system of charcoal production and implement management plans for licensed areas.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,environment,"Develop and implement training modules on soil and water conservations, flood and drought mitigation measures, etc.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,mining,Establish and implement sustainable management practices for small-scale mining.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution,Describe pollution levels in critical ecosystems or those providing essential goods and services.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution,Develop and implement pollution management plans for critical ecosystems or those providing essential goods and services.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution,"Establish a coordinated program for monitoring and assess the sources, levels and impact of pollution in critical ecosystem or those providing essential goods and services.",No,No,No,procedural instruments,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution,Develop and implement remediation plans of polluted critical ecosystems for those providing essential goods and services.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Establish the baseline on the occurrence, routes and impacts of invasive species.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Develop and implement the legal framework for monitoring, control and eradicate invasive species.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Intensify research activities on invasive species (routes, abundances and impacts).",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Develop and implement eradication and control plans for invasive species.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Intensify research about the impacts of climate changes on the vulnerable ecosystems (including agroecosystems).,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,environment,Implement activities defined in the National Strategy on Climate Change (NSCC).,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,environment,Identify and replicate lessons and good practices on mitigation and adaptation.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,environment,Assess the ecological and socioeconomic conditions in protected areas (PAs).,No,No,No,procedural instruments,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Revise the limits of Pas.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Assess the status of Forest Reserves (FRs).,No,No,No,procedural instruments,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,"Establish biological corridors to improve connectivity and ecological integrity of the LNP, BNP and ZNP and the Marromeu Reserve.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,"Establish Pas in nonrepresented ecosystems (mountain, marine, biodiversity hotspots).",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,"Establish TFCAs between Zimbabwe Mozambique, and Zambia (ZIMOZA) and between Mozambique and Tanzania.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Revise the categories and management objectives according to the new Conservation Law.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,"biodiversity, ecosystem",Establish and implement rehabilitation programs for degraded Pas and Biodiversity valorizations.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Develop and update management plans for all PAs (including FRs) to follow an adaptative approach.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Promote the participation of local communities in the decision making process on Pas management.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Establish and implement a research program that support planning and management of PAs.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Diversify the livelihood sources in the buffer areas.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,tourism,Diversify and marketing the tourism products from PAs.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Capacity building at higher education level in relevant scientific areas.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,"Enhance the capacity in PAs in terms of equipment, infrastructure, etc.",No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,tourism,Emit licenses/concessions to partnerships between the private sector and local communities for the constructions and exploration of tourism facilities in PAs.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,agriculture,Intensify agriculture in buffer areas with minimum conversion of natural habitats and ecosystems.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,industry,Enhance the benefit sharing from revenues from Pas (Ministerial Diploma 66/2010 on 20% of annual revenue sharing).,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Map and characterize degradations of critical habitats.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Develop and implement rehabilitation programs for critical habitats.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,"Promote expeditions and collections of specimens in order to improve the database of flora and fauna species in herbaria (IIAM and DCB-UEM), Natural History Museum, etc.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Catalogue the distribution and abundance of endangered species.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Expand turtle monitoring sites to include the nidification places outside PAs.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance the reintroduction of endangered fauna species in the PAs.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance the monitoring of endangered marine fauna species.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Elaborate and implement the strategies for conservation of endangered species (lion, elephant, turtle, dugongo, shark, etc.).",No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Update and implement the strategy on mitigation of the human-wildlife conflict.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Carry out genetic inventories of endangered species (crop, fisheries, wood and those with market potential).",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Develop and implement management and conservations plans of genetically endangered species.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,To develop crop varieties and animal races that are resistant to drought and diseases.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Develop varieties of fish species.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,environment,Define a system for the payment for environmental services.,No,No,No,Economic instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Enhance the institutional capacity in the use of accounting tools and mainstreaming the biodiversity value.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Finalize the process of approval of the National Strategy on REDD+.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,pollution management,Develop and implement national carbon accounting methodologies.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Assess the carbon stock in the critical ecosystems or those considered relevant.,No,No,No,procedural instruments,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,ecosystem,Promote and implement REDD+ programs in critical ecosystems or those considered necessary.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,"energy, pollution management","Promote the implementation of energy systems that reduce emissions (use of methane for energy generation, improved stoves, etc.)",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Promote the involvement of the private sector in voluntary initiatives for biodiversity conservation.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,"biodiversity, ecosystem","Prepare the national legislation to the introduction of an environmental rate to compensate for the use of biodiversity and ecosystem services, for specific sectors.",No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,"Establish a mechanism to register the material transfer, according to the National Regulation on ABS.",No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Establish a Program for the dissemination of ABS related legislation.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Create a database on the traditional knowledge and make it publicly available in the internet.,No,No,No,"Information, educational, awareness",,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Establish a program for capacity building on ABS.,No,No,No,support and enablement,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Develop the Legal Framework on the ABS.,No,No,No,regulation,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Elaborate sectoral targets for biodiversity conservation.,No,No,No,soft instrument,,
34,Mozambique,2,National Strategy and Action Plan of Biodiversity (2015-2035),Yes,biodiversity,Develop and implement sectoral actions plans for the conservation of biodiversity.,No,No,No,soft instrument,,
